question,source,retrieved_doc_ids
What is the bottleneck operation for Delphi in the sandblasting process and what is the priority in automating this process?,['Delphi Potential Projects.pdf'],"['Delphi Potential Projects.pdf', '20210118_proposal_Sun Metals_Grab Crane Automation_final CS MN.docx.pdf', 'iOrthotics Scope.docx.pdf', 'Business Case bendpro 01 draft.xlsx.pdf']"
What is the process described for the aesthetic results in the given paragraph?,['Delphi Potential Projects.pdf'],"['MIQ Grant Application CS.docx.pdf', 'iOrthotics Scope.docx.pdf', 'MIQ Grant Application CS.docx.pdf', 'iOrthotics Scope.docx.pdf']"
What are the different options for collaboration with a Publicly Funded Research Organisation (PFRO) mentioned in the paragraph?,['Delphi Potential Projects.pdf'],"['ARM Hub Brief, UQ Partnerships and DVCR 20230724[66].docx.pdf', 'ARM Hub Brief, UQ Partnerships and DVCR 20230724[66].docx.pdf', 'ARM Hub Brief, UQ Partnerships and DVCR 20230724[66].docx.pdf', 'ARM Hub and Griffith Partnership.docx.pdf']"
What is Dileep Shiva's expertise and experience in providing business solutions?,['Dileep Shiva - Lead Engineer.docx.pdf'],"['Dileep Shiva - Lead Engineer.docx.pdf', 'Grigor Novakov - Customer Partner.docx.pdf', 'Jemima Villanueva - Senior Engineer - Data.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf']"
What AWS services were used in Dileep's architecture for the event driven customer engagement system?,['Dileep Shiva - Lead Engineer.docx.pdf'],"['Dileep Shiva - Lead Engineer.docx.pdf', 'Felipe Alvarez - Lead Engineer - Cloud & DevOps .docx.pdf', 'Marc Habachi - Principal Engineer - Cloud.docx.pdf', 'Jemima Villanueva - Senior Engineer - Data.docx.pdf']"
What opportunities does ARM Hub offer through their Membership program?,['EM Solutions Engagement Proposal (1) (1).pdf'],"['ATTACHMENT 1 ARM Hub Flyer.pdf', 'ARM Hub Brief, UQ Partnerships and DVCR 20230724[66].docx.pdf', 'ARM Hub Brief, UQ Partnerships and DVCR 20230724[66].docx.pdf', 'ARM Hub Brief, UQ Partnerships and DVCR 20230724[66].docx.pdf']"
"What are the membership tiers and associated benefits for collaboration between Industry, Government, and Research Institutions?",['EM Solutions Engagement Proposal (1) (1).pdf'],"['Infrastructure CoLab Briefing Note - Informal Working Group.pdf', 'ARM Hub Brief, UQ Partnerships and DVCR 20230724[66].docx.pdf', 'ARM Hub Brief, UQ Partnerships and DVCR 20230724[66].docx.pdf', 'ARM Hub Brief, UQ Partnerships and DVCR 20230724[66].docx.pdf']"
"What changes have been made to the quotation for DSC214, DEA288 Ionic, and STA449 F3 HT Sensor Upgrade compared to last year's quote?",['Email.pdf'],"['Email.pdf', 'Email (1).pdf', 'ARMHub quotation_00048960_27th June 2023.pdf', 'ARMHub quotation_00048960_27th June 2023.pdf']"
Who are the individuals mentioned as making the direction in the National Reconstruction Fund Corporation (Priority Areas) Declaration 2023?,['F2023L00716.pdf'],"['National Reconstruction Fund Corporation.docx.pdf', 'F2023L00716.pdf', 'F2023L00716.pdf', 'National Reconstruction Fund Corporation.docx.pdf']"
Under what authority was the National Reconstruction Fund Corporation (Priority Areas) Declaration 2023 made?,['F2023L00716.pdf'],"['National Reconstruction Fund Corporation.docx.pdf', 'F2023L00716.pdf', 'F2023L00716.pdf', 'National Reconstruction Fund Corporation.docx.pdf']"
What is the definition of 'animal product' according to the Corporation Act 2023?,['F2023L00716.pdf'],"['F2023L00716.pdf', 'National Reconstruction Fund Corporation.docx.pdf', 'F2023L00716.pdf', 'National Reconstruction Fund Corporation.docx.pdf']"
What is the definition of 'plant product' according to the given paragraph?,['F2023L00716.pdf'],"['F2023L00716.pdf', 'F2023L00716.pdf', 'National Reconstruction Fund Corporation.docx.pdf', 'National Reconstruction Fund Corporation.docx.pdf']"
What is the definition of a rail vehicle according to the given paragraph?,['F2023L00716.pdf'],"['[Action Aluminium] 2023 Catalogue.pdf', 'National Reconstruction Fund Corporation.docx.pdf', '[Action Aluminium] 2023 Catalogue.pdf', 'Cartridge Position.docx.pdf']"
What are the priority areas of the Australian economy according to the given paragraph?,['F2023L00716.pdf'],"['F2023L00716.pdf', 'National Reconstruction Fund Corporation.docx.pdf', 'National Reconstruction Fund Corporation.docx.pdf', 'F2023L00716.pdf']"
What are the priority areas of the Australian economy for the purposes of the Act based on the given paragraph?,['F2023L00716.pdf'],"['F2023L00716.pdf', 'National Reconstruction Fund Corporation.docx.pdf', 'National Reconstruction Fund Corporation.docx.pdf', 'F2023L00716.pdf']"
What are the key steps involved in developing specifications for procurement related to the assembly of radiators and laser welding challenges?,['Feedback to PWR.docx.pdf'],"['Feedback to PWR.docx.pdf', 'Feedback to PWR.docx.pdf', '20201119_UGL-boom-welding-project-proposal-v1 (002).docx.pdf', 'Mainetec_site visit assessment v3.docx.pdf']"
What are the four paths forward identified within robotic laser welding and which approach offers the best ROI?,['Feedback to PWR.docx.pdf'],"['Feedback to PWR.docx.pdf', 'Feedback to PWR.docx.pdf', 'Mainetec_site visit assessment v3.docx.pdf', 'Consolidated Linen Project Report.docx.pdf']"
What is the recommended approach by ARM Hubs for robotic laser welding implementation?,['Feedback to PWR.docx.pdf'],"['Feedback to PWR.docx.pdf', 'Feedback to PWR.docx.pdf', 'ARM Hub_Rockpress Site Visit.docx.pdf', 'ARM Hub_Rockpress Site Visit.docx.pdf']"
What are the key challenges and considerations in the process of assembly for micro matrix heat exchangers and battery cooling for SUVs?,['Feedback to PWR.docx.pdf'],"['20210317_QUT Design mtg notes_v1.docx.pdf', 'Feedback to PWR.docx.pdf', 'Feedback to PWR.docx.pdf', 'Design Matricies - Phase 3 01.002.xlsx.pdf']"
What are the key areas where ARM Hub could assist GTB Engineering Projects with the expansion of their operation?,['GTB Engineering Projects.docx.pdf'],"['GTB Engineering Projects.docx.pdf', 'Mainetec_site visit assessment v3.docx.pdf', 'ARM Hub Brief, UQ Partnerships and DVCR 20230724[66].docx.pdf', 'ARM Hub_MTI Site Visit.docx.pdf']"
What could GTB potentially offer to other local manufacturers with the addition of new machines?,['GTB Engineering Projects.docx.pdf'],"['GTB Engineering Projects.docx.pdf', 'Mainetec_site visit assessment v3.docx.pdf', 'ARM Hub_MTI Site Visit.docx.pdf', 'Delphi Potential Projects.pdf']"
"Why is the data from the Salisbury site NMIs and NMIs at all sites managed and maintained by qualified external metering coordinators, meter providers, and meter data providers?",['Gemma Car NMI info.pdf'],"['Gemma Car NMI info.pdf', '7.xls.pdf', '30.xls.pdf', '20221214_MIN_debrief from committee presentation_v1.docx.pdf']"
What electricity meters are present at the Salisbury site mentioned in the email?,['Gemma Car NMI info.pdf'],"['Gemma Car NMI info.pdf', '30.xls.pdf', '15.xls.pdf', '20221214_MIN_debrief from committee presentation_v1.docx.pdf']"
"What provides practical solutions for the increasingly specialised creative industry manufacturing sector by enabling real-time data sharing and composition, using advanced visualisation and artificially intelligent systems?",['ITRP Brochure 28.05.19.pdf'],"['ITRP Brochure 28.05.19.pdf', 'LLMOPs in Australian SME Manufacturing.docx.pdf', '17  - AIDCC ARM HUB - Case Studies.pdf', '20210118_note_Everhard Site Visit.docx.pdf']"
What is the aim of the research and training program mentioned in the paragraph?,['ITRP Brochure 28.05.19.pdf'],"['ITRP Brochure 28.05.19.pdf', 'ITRP Brochure 28.05.19.pdf', 'BRII Draft Application OLD.docx (1).pdf', 'BRII Draft Application OLD.docx.pdf']"
What is the purpose of Networked Immersive Prototyping in the advanced creative manufacturing industries?,['ITRP Brochure 28.05.19.pdf'],"['ITRP Brochure 28.05.19.pdf', 'Flyer-ManufacturingLinkage.pdf', 'ITRP Brochure 28.05.19.pdf', 'MIQ Grant Application CS.docx.pdf']"
What is the productivity challenge faced by Australian SME manufacturers according to the paragraph?,['LLMOPs in Australian SME Manufacturing.docx.pdf'],"['LLMOPs in Australian SME Manufacturing.docx.pdf', 'Flyer-ManufacturingLinkage.pdf', 'MIQ Grant Application CS.docx.pdf', 'LLMOPs in Australian SME Manufacturing.docx.pdf']"
What impact did the lack of ventilators and Personal Protective Equipment (PPE) during COVID-19 have on Australia's manufacturing sector and supply chains?,['LLMOPs in Australian SME Manufacturing.docx.pdf'],"['LLMOPs in Australian SME Manufacturing.docx.pdf', 'Flyer-ManufacturingLinkage.pdf', '17  - AIDCC ARM HUB - Case Studies.pdf', 'LLMOPs in Australian SME Manufacturing.docx.pdf']"
How do we support Australian SME manufacturers in adopting Generative AI? Where are the low hanging fruit that will aid in this support?,['LLMOPs in Australian SME Manufacturing.docx.pdf'],"['LLMOPs in Australian SME Manufacturing.docx.pdf', 'LLMOPs in Australian SME Manufacturing.docx.pdf', 'Flyer-ManufacturingLinkage.pdf', '16  - AIDCC TASCRC Project Exemplar.pdf']"
What is Leakster Operations focused on and how does their technology help water utilities?,['Leakster X ARM Hub Scope document.pdf'],"['initial assessment_Leakster_sprints_v1_05.04.22.docx.pdf', 'initial assessment_Leakster_sprints_v1_05.04.22.docx.pdf', 'Leakster X ARM Hub Scope document.pdf', 'initial assessment_Leakster_sprints_v1_05.04.22.docx.pdf']"
What are the specifications for redesigning an underwater speaker or underwater pump in Sprint 1a?,['Leakster X ARM Hub Scope document.pdf'],"['Leakster X ARM Hub Scope document.pdf', 'initial assessment_Leakster_sprints_v1_05.04.22.docx.pdf', 'initial assessment_Leakster_sprints_v1_05.04.22.docx.pdf', 'initial assessment_Leakster_sprints_v1_05.04.22.docx.pdf']"
What is the purpose of Digital Transformation Australia's proposed Artificial Intelligence (AI) Adopt Program submission?,['Letter of Support template national industry body.docx.pdf'],"['Letter of Support template national industry body.docx (1).pdf', 'Letter of Support template national industry body.docx.pdf', 'LLMOPs in Australian SME Manufacturing.docx.pdf', '16  - AIDCC TASCRC Project Exemplar.pdf']"
What is the contribution made by the organization towards the delivery of the Co-Design AI Roadmap for high potential SMEs?,['Letter of Support template national industry body.docx.pdf'],"['Letter of Support template national industry body.docx.pdf', 'Letter of Support template national industry body.docx (1).pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'LLMOPs in Australian SME Manufacturing.docx.pdf']"
What are the roles and responsibilities that this organisation will undertake and the resources it will contribute to the project?,['Letter of Support template national industry body.docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', '2021 04 23 Spot Robot - Draft Industry Program.docx.pdf', '2021 04 23 Spot Robot - Draft Industry Program.docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
Who is the Business Development Officer for the Advanced Robotics for Manufacturing Hub and the MC for today's workshop?,"[""Lewis' speech.docx.pdf""]","['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', 'MS 1. System Requirements  CONOPS Report Final V1.pdf', ""Lewis' speech.docx.pdf""]"
Who are the key individuals and organizations participating in the workshop mentioned in the paragraph?,"[""Lewis' speech.docx.pdf""]","['ARM Hub Concept Design Workshops Proposal Final.docx.pdf', ""Lewis' speech.docx.pdf"", ""Lewis' speech.docx (1).pdf"", 'YGCC workshop invite.docx.pdf']"
What is the specific focus of the workshop today and what project plan is being developed?,"[""Lewis' speech.docx.pdf""]","['YGCC workshop invite.docx.pdf', ""Lewis' speech.docx.pdf"", ""Lewis' speech.docx (1).pdf"", ""Lewis' speech.docx.pdf""]"
What is the objective of the project described in the paragraph?,"[""Lewis' speech.docx.pdf""]","['BRII Draft Application OLD.docx (1).pdf', 'BRII Draft Application OLD.docx.pdf', 'MIQ Grant Application CS.docx.pdf', 'MIQ Grant Application CS.docx.pdf']"
Why is the mechanisation of banana de-handing considered important according to the given paragraph?,['Literature review.docx.pdf'],"['Literature review.docx.pdf', 'results and recomendations TC 11052022.docx.pdf', 'Literature review.docx.pdf', 'results and recomendations TC 11052022.docx.pdf']"
What were the risks identified in previous studies regarding the banana de-handing process?,['Literature review.docx.pdf'],"['results and recomendations TC 11052022.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf']"
What type of knives were used by banana de-handers in the motion study detailed in the paragraph?,['Literature review.docx.pdf'],"['Literature review.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf', 'results and recomendations TC 11052022.docx.pdf']"
What was one significant hurdle to the wide spread implementation of the device mentioned in the paragraph?,['Literature review.docx.pdf'],"['initial assessment_Leakster_sprints_v1_05.04.22.docx.pdf', 'BRII Tech Challenges.docx.pdf', 'Project Plan.docx.pdf', '20221024_REP_CLS01 Final Report (1).pdf']"
How does static blade de-handing work to remove hands of bananas from the stalk?,['Literature review.docx.pdf'],"['Literature review.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf']"
What is the key mechanism described in the paragraph for de-handing bananas efficiently?,['Literature review.docx.pdf'],"['Literature review.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf']"
What is the purpose of the handheld rotary banana de-hander device created by Shravan?,['Literature review.docx.pdf'],"['Literature review.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf']"
"According to Zhou's patent, what is an essential part of maintaining the quality of the cut when removing banana hands using the variable-diameter self-adaptive rotary banana bunch cutter?",['Literature review.docx.pdf'],"['Literature review.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf']"
What is the mechanism described in the patents from the South China Agricultural University for clamping devices?,['Literature review.docx.pdf'],"['Literature review.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf']"
What are some industry-led attempts at banana harvesting automation mentioned in the paragraph?,['Literature review.docx.pdf'],"['Literature review.docx.pdf', 'results and recomendations TC 11052022.docx.pdf', 'results and recomendations TC 11052022.docx.pdf', 'Literature review.docx.pdf']"
How can computer vision be utilized in the banana harvesting process to improve efficiency and value add in the sorting and grading of bananas?,['Literature review.docx.pdf'],"['Literature review.docx.pdf', 'results and recomendations TC 11052022.docx.pdf', 'results and recomendations TC 11052022.docx.pdf', 'results and recomendations TC 11052022.docx.pdf']"
What are the two mechanical approaches identified for banana de-handing in the literature and patents review?,['Literature review.docx.pdf'],"['Literature review.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf']"
What is the focus of the research in the paragraph regarding banana de-handing solutions?,['Literature review.docx.pdf'],"['results and recomendations TC 11052022.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf', 'results and recomendations TC 11052022.docx.pdf']"
What is the focus of the research mentioned in the paragraph regarding motion capture and EMG?,['Literature review.docx.pdf'],"['Consolidated Linen Project Report.docx.pdf', 'results and recomendations TC 11052022.docx.pdf', '20221024_REP_CLS01 Final Report.pdf', '20221024_REP_CLS01 Final Report (1).pdf']"
What is the title of the patent document related to a variable-diameter self-adaptive rotary cutting type banana bunch cutter in 2018?,['Literature review.docx.pdf'],"['Literature review.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf']"
What is the title of the paper and where was it published regarding the experiment on pneumatic holding part for banana crown cutting?,['Literature review.docx.pdf'],"['Literature review.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf', 'Literature review.docx.pdf']"
Who are the ARM Hub representatives involved in the Mainetec Site Visit Assessment in December 2021?,['Mainetec_site visit assessment v3.docx.pdf'],"['MS 1. System Requirements  CONOPS Report Final V1.pdf', 'DRAFT MS 2. System Design Report 201223.docx.pdf', 'Mainetec_site visit assessment v3.docx.pdf', 'ARM Hub_MTI Site Visit.docx.pdf']"
How long is a typical custom rebuild cycle for a mining bucket and what is the approximate cost involved?,['Mainetec_site visit assessment v3.docx.pdf'],"['Mainetec_site visit assessment v3.docx.pdf', 'Mainetec_site visit assessment v3.docx.pdf', '20210820_proposal_Sun Metals_Grab Crane Automation feasibility study_v4.docx.pdf', '20210118_proposal_Sun Metals_Grab Crane Automation_final CS MN.docx.pdf']"
What is the goal of Mainetec in partnering with Rio Tinto and how does it relate to the improvement of sustainment approaches and return on investment?,['Mainetec_site visit assessment v3.docx.pdf'],"['Mainetec_site visit assessment v3.docx.pdf', 'Mainetec_site visit assessment v3.docx.pdf', 'Mainetec_site visit assessment v3.docx.pdf', 'ARM Hub_MTI Site Visit.docx.pdf']"
What are the opportunities and challenges associated with predictive maintenance through real-time data collection in the given paragraph?,['Mainetec_site visit assessment v3.docx.pdf'],"['Mainetec_site visit assessment v3.docx.pdf', 'Mainetec_site visit assessment v3.docx.pdf', 'LLMOPs in Australian SME Manufacturing.docx.pdf', 'initial assessment_Leakster_sprints_v1_05.04.22.docx.pdf']"
What technology has been developed by CSIRO that enables detailed scanning and varies in complexity and cost depending on the scanning requirements?,['Mainetec_site visit assessment v3.docx.pdf'],"['20220504_initial scope mtg notes_MN.docx.pdf', '20220504_initial scope mtg notes_MN.docx.pdf', '211201_Vaxxas_ARM Hub Proposal_v5 shared.pdf', '20210820_proposal_Sun Metals_Grab Crane Automation feasibility study_v4.docx.pdf']"
How could Mainetec enhance the applications of predictive maintenance and future designs using scanning and real-time data collection systems?,['Mainetec_site visit assessment v3.docx.pdf'],"['Mainetec_site visit assessment v3.docx.pdf', 'Mainetec_site visit assessment v3.docx.pdf', 'Mainetec_site visit assessment v3.docx.pdf', '20210118_proposal_Sun Metals_Grab Crane Automation_final CS MN.docx.pdf']"
What welding method does Mainetec currently use for hardfacing its ground engagement tools and what are the advantages and disadvantages of this method?,['Mainetec_site visit assessment v3.docx.pdf'],"['Mainetec_site visit assessment v3.docx.pdf', 'Mainetec_site visit assessment v3.docx.pdf', 'Mainetec_site visit assessment v3.docx.pdf', 'MIG Welding Document.pdf']"
What is Mark Porter's experience and expertise in the field of data architecture and data management?,['Mark Porter - Principal Consultant - Data And Insights.docx.pdf'],"['Mark Porter - Principal Consultant - Data And Insights.docx.pdf', 'Marc Habachi - Principal Engineer - Cloud.docx.pdf', 'Raul Bermejo - Data Engineer.docx.pdf', 'Jemima Villanueva - Senior Engineer - Data.docx.pdf']"
What platform did Mark and the team design and implement to replace an existing on-prem data warehouse and meet long term strategic operational needs?,['Mark Porter - Principal Consultant - Data And Insights.docx.pdf'],"['Mark Porter - Principal Consultant - Data And Insights.docx.pdf', 'Jemima Villanueva - Senior Engineer - Data.docx.pdf', 'Marc Habachi - Principal Engineer - Cloud.docx.pdf', 'Raul Bermejo - Data Engineer.docx.pdf']"
Who are the attendees at the YGCC Meeting on 08/06/2022 and what additional SIM model is being created?,['Meeting notes Troy.docx.pdf'],"['Meeting notes Troy.docx.pdf', 'YGCC Project Plan.docx.pdf', '20220505 - Humensity meeting notes.docx.pdf', 'YGCC Stage 3 Week 11 Meeting [20230322].pptx.pdf']"
What information does the document contain and what restrictions are placed on its disclosure and use?,['Minor Services Agreement.docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'QUT-CSIRO Agrmt Professorial Appointment - rev29.3.2019 with CSIR.._.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'Minor Services Agreement.docx.pdf']"
Who is described as the Contractor in the given paragraph?,['Minor Services Agreement.docx.pdf'],"['Minor Services Agreement.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf']"
What is the definition of 'Background IP' in the given paragraph?,['Minor Services Agreement.docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What is the definition of 'Cyberworthiness' in the given paragraph?,['Minor Services Agreement.docx.pdf'],"['230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What is the objective of the Cyberworthiness Program mentioned in the paragraph?,['Minor Services Agreement.docx.pdf'],"['Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', '16  - AIDCC TASCRC Project Exemplar.pdf', 'BRII Draft Application OLD.docx.pdf']"
What is the definition of 'Effective Date (or ED)' in the given paragraph?,['Minor Services Agreement.docx.pdf'],"['Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What is the 'Hunter Class Frigate Program' and its significance for the Royal Australian Navy?,['Minor Services Agreement.docx.pdf'],"['16  - AIDCC TASCRC Project Exemplar.pdf', '16  - AIDCC TASCRC Project Exemplar.pdf', 'Edge Preparation Detail for ARM Hub.pdf', 'Adelaide BAE.docx.pdf']"
What is the definition of 'Personal Information' in the given paragraph?,['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf']"
What is the definition of 'Purchaser Furnished Materials (PFM)' in relation to this Agreement?,['Minor Services Agreement.docx.pdf'],"['230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What is the definition of 'Source Code' in the given paragraph?,['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf']"
What are the general rules of interpretation mentioned in the given paragraph?,['Minor Services Agreement.docx.pdf'],"['AS1100.101-1992-Technical-Dwgs.pdf', 'AS1100.101-1992-Technical-Dwgs.pdf', 'AS1100.101-1992-Technical-Dwgs.pdf', 'Minor Services Agreement.docx.pdf']"
What are the Contractor's obligations according to the agreement?,['Minor Services Agreement.docx.pdf'],"['Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What responsibilities does the Contractor agree to according to the directions and requirements of ASC Shipbuilding?,['Minor Services Agreement.docx.pdf'],"['Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What must the Contractor do in the event of an occurrence that may materially adversely affect its ability to perform obligations under the Agreement?,['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', 'Minor Services Agreement.docx.pdf']"
What are the definitions of Dangerous Good and Hazardous Chemical as per the given paragraph?,['Minor Services Agreement.docx.pdf'],"['230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', 'ARMHub Brief.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What are the consequences that the Contractor must advise ASC Shipbuilding of within the specified period in the notice?,['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'Minor Services Agreement.docx.pdf', 'Minor Services Agreement.docx.pdf']"
What costs and expenses will be reimbursed by ASC Shipbuilding during the suspension of work under affected Subcontracts by the Contractor?,['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What actions must the Contractor take if they breach any warranties in respect of the Services or if the Services do not comply with the Agreement?,['Minor Services Agreement.docx.pdf'],"['230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'Minor Services Agreement.docx.pdf', 'Minor Services Agreement.docx.pdf']"
What are the requirements for the Invoices related to the Services as per the agreement?,['Minor Services Agreement.docx.pdf'],"['Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What are the conditions for progress payments as outlined in Item 3 of the Schedule?,['Minor Services Agreement.docx.pdf'],"['230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What expenses and disbursements can be approved in advance by ASC Shipbuilding according to the paragraph?,['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What costs are reimbursable by the Contractor according to the paragraph?,['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', 'Minor Services Agreement.docx.pdf']"
What is the Contractor obligated to provide to ASC Shipbuilding if GST is payable for the Services?,['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', 'Minor Services Agreement.docx.pdf']"
What is the ASC Shipbuilding Representative responsible for and authorized to do in relation to the Agreement?,['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What is the BAE Systems Group's expectation regarding ethical values and legal compliance practices for its contractors?,['Minor Services Agreement.docx.pdf'],"['230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What laws and regulations must the Contractor abide by and comply with regarding anti-bribery and anti-corruption?,['Minor Services Agreement.docx.pdf'],"['230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'Minor Services Agreement.docx.pdf']"
