question,answer,chunk,chunk_id,source
Who is the distinguished professor in Robotic Vision at QUT with over 30 years of experience in robotics theory and practice?,"The distinguished professor in Robotic Vision at QUT with over 30 years of experience in robotics theory and practice is Peter Corke. He is also the director of the QUT Centre for Robotics and the ARC Centre of Excellence for Robotic Vision. Peter Corke's research focuses on enabling robots to see and applying robots to mining, agriculture, and environmental monitoring. Additionally, he authored the popular textbook 'Robotics, Vision, and Control' and the Robot Academy online teaching resource.","the world's top five in trusted and responsible AI science and technology, making Australia’s 
adoption of mathematically rigorous AI safe, secure, and reliable. Through our Responsible AI and our 
Foundational Machine Learning programs, there are clear goals to enable SME adoption by making 
embedding rigorous trustworthy AI technologies as their competitive advantage and embed responsible AI 
into broader scientific discovery and technology development processes. 
 
 
EXPERTS 
 
 Distinguished Professor Peter Corke – Professor in Robotic Vision, Faculty of 
Engineering , QUT ; Member, ARM Hub Research Advisory Committee 
Peter Corke is a robotics researcher and educator with over 30 years’ 
experience in robotics theory and practice. He is the distinguished professo r of 
robotic vision at Queensland University of Technology, director of the QUT 
Centre for Robotics, and director of the ARC Centre of Excellence for Robotic 
Vision. His research is concerned with enabling robots to see, and the 
application of robots to mi ning, agriculture and environmental monitoring. He 
wrote the bestselling textbook “Robotics, Vision, and Control” and the Robot 
Academy online teaching resource. 
 
 
 
 
DIGITAL CAPABILITY EXPERTS 
Biographies 
 
 
 Distinguished Professor Kerrie Mengersen FAA FASSA – Australian Laureate 
Fellow, Faculty of Science , QUT 
Kerrie Mengersen is a Distinguished Research Professor in Statistical Science 
and the Director of the QUT Centre for Data Science at",10,10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf
What is Kerrie Mengersen's role and affiliations in the academic field based on the given paragraph?,"Kerrie Mengersen is a Distinguished Research Professor in Statistical Science and the Director of the QUT Centre for Data Science at QUT. She also holds a concurrent role as Associate Member in the Department of Statistics at the University of Oxford, UK. Additionally, she was a Deputy Director in the ARC Centre of Excellence in Mathematical and Statistical Frontiers and an ARC Laureate Fellow. In 2018, she was elected as a Fellow of the Australian Academy of Science, the Academy of Social Sciences in Australia, and the Queensland Academy of Arts and Sciences. Furthermore, she is an active member of various academic institutions such as the Institute for Mathematical Sciences, International Biometrics Society, International Statistical Institute, and the Statistical Society of Australia.","FAA FASSA – Australian Laureate 
Fellow, Faculty of Science , QUT 
Kerrie Mengersen is a Distinguished Research Professor in Statistical Science 
and the Director of the QUT Centre for Data Science at QUT and holds a 
concurrent role as Associate Member in the Department of Statistics at the 
University of Oxford, UK. She was a Deputy Director in the ARC Centre of 
Excellence in Mathematical and Statistical Frontiers (2015 -2021) and an ARC 
Laureate Fellow (2015 -2021). In 20 18 she was elected as a Fellow of the 
Australian Academy of Science (AAS), the Academy of Social Sciences in 
Australia (ASSA) and the Queensland Academy of Arts and Sciences (QAAS). She 
is an active member of the Institute for Mathematical Sciences, Intern ational 
Biometrics Society, International Statistical Institute and the Statistical Society 
of Australia. Professor Mengersen’s research focuses on using and developing 
new statistical and computational methods that can help to solve complex 
problems in t he real world. These problems are in the fields of environment, 
genetics, health and medicine, and industry. Her research interests include, 
complex systems modelling and Bayesian statistical modelling, computational 
methods and applications. 
 
 
 
 
 Professor Jonathan Roberts, ARM Hub Technical Director, Professor in 
Robotics, Faculty of Engineering, QUT ; Centre Director – Australian Cobotics 
Centre 
Jonathan Roberts is Professor in Robotics at Queensland University of 
Technology",11,10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf
Who is the Director of the Australian Cobotics Centre and what are his main research interests?,"The Director of the Australian Cobotics Centre is Jonathan Roberts. His main research interests are in the areas of Field Robotics, Design Robotics, and Medical Robotics. Jonathan Roberts is also known for being a co-inventor of the UAV Challenge, an international flying robot competition. Before joining QUT, he was the Research Director of CSIRO's Autonomous Systems Laboratory where he worked on projects related to museum robotics and telepresence.","Director, Professor in 
Robotics, Faculty of Engineering, QUT ; Centre Director – Australian Cobotics 
Centre 
Jonathan Roberts is Professor in Robotics at Queensland University of 
Technology (QUT). His main resear ch interests are in the areas of Field Robotics, 
Design Robotics and Medical Robotics. He was a co -inventor of the UAV 
Challenge, an international flying robot competition. Before joining QUT, 
Professor Roberts was the Research Director of CSIRO’s Autonomo us Systems 
Laboratory where he developed projects in the area of museum robotics and 
telepresence. Professor Roberts is a Past President of the Australian Robotics & 
Automation Association, was a member of the Founding Editorial Board of the 
IEEE Journal o f Robotics and Automation Letters and currently serves as a 
Senior Editor. He is the Centre Director of the Australian Cobotics Centre which 
was established in August 2021 with a focus on the implementation of 
Collaborative Robotics (or Cobotics) within Australian manufacturing . 
 
 
 
 
DIGITAL CAPABILITY EXPERTS 
Biographies 
 
 
 
 
 
 Professor Will Browne, Professor and Chair in Manufacturing Robotics - 
Faculty of Engineering, QUT and ARM Hub 
Will Browne is Professor and Chair in Manufacturing Robotics at Queensland 
University of Technology (QUT) with ARM Hub and CSIRO. Possessing expe rtise 
in artificial cognitive systems, with interest in how systems, such as robots, can 
interact with the real -world to solve problems of interest. His",12,10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf
What are Professor Michael Milford's areas of expertise and research interests?,"Professor Michael Milford's areas of expertise and research interests include interdisciplinary research at the boundary between robotics, neuroscience, and computer vision. He focuses on modeling neural mechanisms in the brain for tasks like navigation and perception to develop technologies for autonomous vehicles. Additionally, he is passionate about engaging and educating society on robotics, autonomous vehicles, and artificial intelligence.","with ARM Hub and CSIRO. Possessing expe rtise 
in artificial cognitive systems, with interest in how systems, such as robots, can 
interact with the real -world to solve problems of interest. His topics of interest 
include computer vision and perception, explainable Artificial Intelligence (AI), 
transfer learning and collaborative robotics. Professor Browne’s 
interdisciplinary background in Mechanical Engineering, Energy Studies, 
Control, Cybernetics, Computer Science, Computational Neuroscience as well as 
AI and Robotics, is further expanding the d isciplines of the ARM Hub expert 
team. 
 
 
 
 Professor Michael Milford, Co -Director of the QUT Centre for Robotics 
Professor in Robotics, Faculty of Engineering , 
Michael Milford conducts interdisciplinary research at the boundary between 
robotics, neuroscience and computer vision and is a multi -award -winning 
educational entrepreneur. His research models the neural mechanisms in the 
brain underlying tasks like navigation and perception to develop new 
technologies in challenging application domains such as all -weather, anytime 
positioning for autonomous vehicles. He is also passionate about engaging and 
educating all sectors of society around new opportunities and impacts from 
technology inc luding robotics, autonomous vehicles and artificial intelligence. 
Professor Milford was named the top robotics researcher in Australia by citation 
impact by The Australian Research Magazine (2019) and was a top 3 finalist",13,10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf
Who was named the top robotics researcher in Australia by citation impact according to The Australian Research Magazine (2019)?,"Professor Milford was named the top robotics researcher in Australia by citation impact according to The Australian Research Magazine (2019). He was also a top 3 finalist for the Australian Museum Eureka Prize for Outstanding Early Career Researcher (2016) and the APEC ASPIRE Prize Finalist (2018), as well as a finalist in the Reimagine Education Awards Finalist K12 Category.","vehicles and artificial intelligence. 
Professor Milford was named the top robotics researcher in Australia by citation 
impact by The Australian Research Magazine (2019) and was a top 3 finalist for 
the Australian Museum Eureka Prize for Outstanding Early Career Researcher 
(2016), the APEC ASPIRE Prize Finalist (2018) and was a finalist in the Reimagine 
Education Awards Finalist K12 Category. 
 
 Professor Richi Nayak, Faculty of Science , QUT 
Richi Nayak is the Applied Data Science Program Leader of the University Centre 
for Data Science (CDS) and is an internationally recognised expert in data 
mining, text mining and web intelligence. She has combined knowledge in these 
areas very successfully with diverse disciplines such as Social Science, Science, 
and Engineering for technology transfer to real -world problems to change their 
practices and methodologies. Her research interests are machine learning and, 
in recent years, she has concentrated h er work on text mining, personalisation, 
automation, and social network analysis. She has published high -quality 
conference and journal articles and is highly cited in her research field. 
Professor Nayak has received several awards and nominations for te aching, 
research and service activities. 
 
 
 
DIGITAL CAPABILITY EXPERTS 
Biographies 
 
 
 Professor David Lovell, Faculty of Science , QUT 
David Lovell is a Professor in the QUT’s School of Computer Science , Deputy 
Director of QUT’s Centre for Data Science ,",14,10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf
Who is Professor David Lovell and what are his key roles at QUT?,"Professor David Lovell is a Professor in the QUT’s School of Computer Science, Deputy Director of QUT’s Centre for Data Science, and leader of the Centre’s Data-Focused Decision-Making Program. He joined QUT in 2014 as Head of the School of Electrical Engineering and Computer Science (EECS) after holding research management positions in CSIRO. Professor Lovell's expertise lies in the analysis of large and complex datasets, and he played a significant role in the formation of ABACBS (Australian Bioinformatics and Computational Biology Society). His research interests focus on the intersection of humanity, science, and technology, particularly in the field of data science.","EXPERTS 
Biographies 
 
 
 Professor David Lovell, Faculty of Science , QUT 
David Lovell is a Professor in the QUT’s School of Computer Science , Deputy 
Director of QUT’s Centre for Data Science , and leader of the Centre’s Data -
Focused Decisi on-Making Program. He joined QUT in 2014 as Head of the 
School of Electrical Engineering and Computer Science (EECS). Before joining 
QUT, he held numerous research management positions in CSIRO. Professor 
Lovell was involved in a wide range of research and consulting in the analysis of 
large and complex datasets and was appointed Director of the Australian 
Bioinformatics Network and has been instrumental in the formation of ABACBS 
(Australian Bioinformatics and Computational Biology Society). His resear ch 
interests lie at the intersection of humanity, science and technology, particularly 
data science. 
 
 Professor Marek Kowalkiewicz – Faculty of Business and Law , QUT 
Marek Kowalkiewicz is an academic and industry leader with extensive 
experience in conducting research, co -innovating with industry and university 
partners, and delivering innovative products to the market. As founding director 
of Centre for the Digital Economy, he leads QU T’s research agenda to inform 
and influence a robust digital economy in Australia. Professor Kowalkiewicz 
manages a contemporary research portfolio and converts industry driven 
opportunities into research outcomes of global relevance. He is an invited 
gove rnment expert,",15,10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf
What is Professor Kowalkiewicz recognized for and what are his areas of expertise?,"Professor Kowalkiewicz is recognized as a top-quality manager and excellent public speaker. He has an interest in working with stakeholders in developing innovative ideas, ground-breaking business applications, and high-impact new technologies. His areas of expertise include managing a contemporary research portfolio, converting industry-driven opportunities into global research outcomes, being an invited government expert, university lecturer, project lead, inventor, and author.","Professor Kowalkiewicz 
manages a contemporary research portfolio and converts industry driven 
opportunities into research outcomes of global relevance. He is an invited 
gove rnment expert, university lecturer and project lead, as well as an inventor 
and author. He is recognised as a top -quality manager and excellent public 
speaker and has an interest in working with stakeholders in developing 
innovative ideas, ground -breaking business applications and high -impact new 
technologies. 
 Associate Professor Glenda Amayo Caldwell – Academic Lead Research, 
Faculty of Engineering , QUT 
Glenda Amayo Caldwell is a Senior Lecturer in Architecture, School of Design, 
Creative Industries Faculty at the Queensland University of Technology (QUT). 
She is a chief investigator in the IMCRC Design Robotics for Mass Customisation 
Manufacturing project in collaboration with UAP and RMIT. Embracing trans -
disciplinary approaches from arc hitecture and human computer interaction, her 
research places design at the forefront of robotic research for design -led and 
mass customization manufacturing. She is an active researcher in the QUT 
Design Lab and is the author of numerous publications in t he areas of media 
architecture, urban informatics, and design robotics. 
 
 
 
 
DIGITAL CAPABILITY EXPERTS 
Biographies 
 
 
 
 
 Associate Professor Jared Donovan – Academic Lead Research, Faculty of 
Creative Industries, Education & Social Justice , QUT 
Jared Donovan is a Senior Lecturer",16,10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf
Who is the Senior Lecturer in Interaction Design at the Queensland University of Technology leading the 'Design Robotics for Mass Customised Manufacturing' research project with industry partner UAP?,Associate Professor Jared Donovan is the Senior Lecturer in Interaction Design at the Queensland University of Technology leading the 'Design Robotics for Mass Customised Manufacturing' research project with industry partner UAP. His main research interest is in how technologies can be made more useful and easier to use for people and how end-users can be involved in the design process to make technologies better.,"EXPERTS 
Biographies 
 
 
 
 
 Associate Professor Jared Donovan – Academic Lead Research, Faculty of 
Creative Industries, Education & Social Justice , QUT 
Jared Donovan is a Senior Lecturer in Interaction Design at the Queensland 
University of Technology. He currently leads the ‘Design Robotics for Mass 
Customised Manufacturing’ research project with industry partner UAP (funded 
by IMCRC), which is developing new ways to use robots and vision sy stems for 
design led manufacturing. His main research interest is in how technologies can 
be made more useful and easier to use for people and how end -users can be 
involved in the design process to make technologies better. 
 
 Dr Muge Belek Fialho Teixeri a – Senior Lecturer, Faculty of Engineering , QUT 
Muge Belek Fialho Teixeira is an award -winning creative maker and 
transdisciplinary designer, who specialises in advanced manufacturing, digital 
fabrication, and parametric design. She is one of the chief in vestigators of QUT's 
Design Robotics project. In her career, she has worked with prominent 
architectural firms such as Zaha Hadid Architects, taught in several institutions 
including AA Visiting Schools, published articles, given interviews, and 
presented in many international conferences and exhibitions. 
 
 
 Associate Professor Markus Rittenbruch – Associate Professor in Interaction 
Design, Faculty of Creative Industries, Education & Social Justice , QUT 
Markus Rittenbruch is an Associate Professor in Int",17,10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf
Who is Professor Markus Rittenbruch and what is his role at Queensland University of Technology (QUT)?,"Professor Markus Rittenbruch is an Associate Professor in Interaction Design at Queensland University of Technology (QUT) and the Associate Director of the QUT Design Lab. He specializes in the design of human-centered technology and has over 20 years of experience in this field. His work focuses on emerging technologies like collaborative systems, human-robot collaboration, social robotics, and extended reality.","Professor Markus Rittenbruch – Associate Professor in Interaction 
Design, Faculty of Creative Industries, Education & Social Justice , QUT 
Markus Rittenbruch is an Associate Professor in Int eraction Design at 
Queensland University of Technology (QUT). He is the Associate Director of the 
QUT Design Lab which hosts innovative research at the interplay of Design and 
Technology, such as the Design Robotics project. Professor Rittenbruch is an 
experienced researcher with over 20 years of experience in the design of 
human -centred technology. His work focuses on the design and study of 
emerging technologies, including collaborative systems, human -robot 
collaboration, social robotics, and extended rea lity. 
 
 Professor Greg Hearn – QUT and Chair, ARM Hub Strategic Research 
Committee 
Greg Hearn is Director of Commercial R&D in the Creative Industries Faculty at 
QUT and a research leader in the ARM Hub and QUT Design Lab. His research 
focuses on strategic industry futures, knowledge policy, and the future of work. 
He is author of over 2 0 major books and reports, most recently as editor of The 
Future of Creative Work: Creativity and Digital Disruption (Edward Elgar, 2020). 
This book examines the impact of digital disruption, robotics, and AI, on jobs in 
design, art and media, and the crea tion of high value products and services 
across all sectors of the economy. He has worked in large R&D projects with 
private industry and public sector organisations over three",18,10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf
What are Dr. Chris Lehnert's research interests and focus within the Robotics and Autonomous Systems group at QUT?,"Dr. Chris Lehnert's research interests lie in the development of novel methods for robotic manipulation in real world and challenging environments. A particular focus of his research is enabling robots to perform autonomous harvesting operations in horticulture. He led the development of grasping and planning algorithms for the Australian Centre for Robotics Vision team in the 2017 Amazon Robotics Challenge, successfully grasping a variety of objects in a cluttered environment.","media, and the crea tion of high value products and services 
across all sectors of the economy. He has worked in large R&D projects with 
private industry and public sector organisations over three decades, across 
many sectors including, aviation, defence, agriculture, and man ufacturing. 
 
 
 
DIGITAL CAPABILITY EXPERTS 
Biographies 
 
 
 Dr Chris Lehnert, Faculty of Engineering , QUT 
Chris Lehnert is a Senior Lecturer within the Robotics and Autonomous Systems 
(RAS) group at QUT. His research interests lie in the development of novel 
methods for robotic manipulation in real world and challenging environments. A 
particular focus of his research is enabling robots to per form autonomous 
harvesting operations in horticulture. He was part of the Australian Centre for 
Robotics Vision team competing in the 2017 Amazon Robotics Challenge, where 
he led the development of the grasping and planning algorithms which could 
successfu lly grasp a large variety of objects in a cluttered environment. He is 
part of the Future Food Systems Co -operative Research Centre and will receive 
$35 million in funding over 10 years from the Federal Government, along with 
almost $150 million in support from the research centre’s educational and 
commercial participants. He will be working on developing robotics and smart 
technology for vertical and indoor protected cropping. 
 
 Dr Rui Torres de Oliveira – Business Growth, Strategy and Innovation , QUT 
Rui Torres de Oliveira is an",19,10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf
"Who is an expert on innovation, strategy, and International Business at QUT Business School and holds a Doctorate of Business Administration from Manchester Business School?","Dr. Rui Torres de Oliveira is an academic at QUT Business School who specializes in innovation, strategy, and International Business. He holds a Doctorate of Business Administration from Manchester Business School. Dr. Torres de Oliveira is passionate about assisting start-ups and SMEs in driving innovation and bringing their products or services to the market under optimal conditions.","on developing robotics and smart 
technology for vertical and indoor protected cropping. 
 
 Dr Rui Torres de Oliveira – Business Growth, Strategy and Innovation , QUT 
Rui Torres de Oliveira is an academic at QUT Business School where he is an 
expert on innovation, strategy and International Business on the Australian 
Centre for Entrepreneurship - a world -leading hub in the field. Before joining 
QUT, he worked at the Unive rsity of Queensland and prior to that, he was a 
senior executive and worked in the US, China, and Europe. Dr Torres de Oliveira 
holds a Doctorate of Business Administration from Manchester Business School, 
an MBA and a Masters in Civil Engineering. He is p assionate about helping start -
ups and SMEs to drive innovation and bring their products or services to the 
market in the best possible conditions. 
 
 Professor Felipe Gonzalez – Faculty of Engineering , QUT 
Felipe Gonzalez is within the School of Electrical Engineering and Robotics (EER) 
and a CI in QUT Centre for Robotics (QCR) Engineering Faculty. He has a passion 
for innovation in the fields of aerial robotics and automation, and a particular 
interest in creating aerial robots, drones or UAVs th at possess a high level of 
cognition using efficient on -board computer algorithms using advanced 
optimisation and game theory approaches to assist us in understanding and 
improving our physical and natural world. He leads the Airborne Sensing Lab at 
QUT, a nd is co -author of several books",20,10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf
